truck_id,date,gallons_filled,cost_per_gallon,odometer_reading,fuel_station_id
T-0015,2026-03-23,10.5,3.94,222124,FS-9175
T-0035,2026-03-31,69.1,3.76,206602,FS-3016
T-0032,2026-03-30,20.3,4.35,171372,FS-9337
T-0022,2026-04-03,45.6,4.18,167901,FS-1892
T-0050,2026-03-31,63.0,3.94,286088,FS-9134
T-0029,2026-03-18,79.3,4.49,96017,FS-2359
T-0026,2026-03-30,50.3,4.12,135873,FS-9088
T-0046,2026-03-24,56.4,4.24,281397,FS-7047
T-0034,2026-03-19,71.6,4.43,185198,FS-5415
T-0048,2026-04-01,39.5,4.74,27044,FS-9361
T-0011,2026-03-28,26.7,3.41,171442,FS-5203
T-0014,2026-03-16,41.2,3.78,210713,FS-3380
T-0013,2026-04-03,11.5,4.29,119394,FS-5602
T-0012,2026-03-23,69.8,3.84,255186,FS-9088
T-0021,2026-03-31,24.7,4.58,172333,FS-9419
T-0039,2026-03-28,35.4,3.95,290454,FS-3195
T-0021,2026-03-25,22.8,3.62,77797,FS-1240
T-0046,2026-03-16,66.1,4.0,134674,FS-5613
T-0023,2026-03-28,58.4,4.56,294922,FS-8170
T-0016,2026-03-19,29.3,3.84,139773,FS-9419
T-0015,2026-03-22,57.1,3.5,204022,FS-6017
T-0028,2026-03-30,50.5,3.97,98961,FS-1683
T-0001,2026-03-30,37.5,3.58,241076,FS-5195
T-0005,2026-03-18,76.7,4.23,114915,FS-8969
T-0045,2026-03-15,21.9,4.0,158771,FS-5415
T-0002,2026-03-25,41.5,3.7,27305,FS-8850
T-0036,2026-03-26,57.4,3.78,163221,FS-3813
T-0048,2026-04-05,42.4,4.1,181877,FS-9337
T-0034,2026-03-16,41.6,3.31,262341,FS-3113
T-0014,2026-03-30,78.3,4.77,50635,FS-3443
T-0013,2026-04-03,32.3,3.81,171223,FS-5314
T-0041,2026-03-23,66.2,4.03,163121,FS-7018
T-0036,2026-03-22,46.2,3.93,159201,FS-3014
T-0049,2026-03-22,24.0,4.82,109784,FS-1175
T-0041,2026-03-20,39.8,3.94,236388,FS-4139
T-0029,2026-03-22,11.6,4.13,278673,FS-2939
T-0007,2026-04-04,39.5,4.24,52523,FS-7225
T-0009,2026-03-19,34.5,4.12,192714,FS-8844
T-0003,2026-03-28,21.0,4.24,201962,FS-4857
T-0031,2026-03-18,30.9,4.45,206007,FS-6535
T-0021,2026-03-23,21.5,3.23,149059,FS-9088
T-0022,2026-03-29,31.8,3.68,80734,FS-5424
T-0031,2026-03-20,74.9,3.7,296114,FS-2845
T-0010,2026-03-27,63.8,3.16,218817,FS-5602
T-0042,2026-03-23,75.5,3.37,105994,FS-2503
T-0027,2026-03-29,22.8,3.18,74671,FS-7563
T-0050,2026-03-31,65.8,4.67,51053,FS-6383
T-0008,2026-03-25,60.5,4.5,72566,FS-6181
T-0031,2026-04-03,72.2,3.21,59135,FS-8397
T-0038,2026-03-26,14.3,3.38,41966,FS-7047
T-0012,2026-03-22,66.9,4.78,47768,FS-1175
T-0020,2026-03-30,13.5,3.98,188960,FS-3014
T-0015,2026-04-01,56.7,4.26,76085,FS-2845
T-0013,2026-03-21,14.8,3.2,142990,FS-9134
T-0008,2026-03-27,24.5,4.74,85139,FS-2841
T-0029,2026-03-17,49.7,3.95,113884,FS-3380
T-0050,2026-03-17,41.5,3.96,113158,FS-9234
T-0020,2026-03-17,34.8,3.94,112894,FS-3195
T-0035,2026-04-02,33.0,4.68,78768,FS-7500
T-0010,2026-04-02,24.9,3.32,81316,FS-9385
T-0048,2026-03-30,21.6,3.37,156864,FS-2841
T-0037,2026-03-29,78.5,4.48,237572,FS-9361
T-0032,2026-03-21,62.2,4.04,273308,FS-5424
T-0036,2026-04-02,35.8,3.45,122689,FS-3195
T-0007,2026-03-21,34.2,4.54,250022,FS-6546
T-0029,2026-03-25,69.8,3.12,67958,FS-4733
T-0001,2026-04-03,74.5,4.78,140213,FS-7636
T-0030,2026-03-28,54.0,4.63,255087,FS-5203
T-0037,2026-03-29,62.7,3.82,66237,FS-5608
T-0022,2026-04-05,41.3,3.6,235465,FS-7563
T-0017,2026-03-15,20.0,3.12,62098,FS-1764
T-0021,2026-03-22,58.9,4.13,198661,FS-9385
T-0036,2026-04-03,38.6,3.38,52946,FS-3520
T-0046,2026-03-16,16.3,3.74,176594,FS-4139
T-0040,2026-03-29,34.9,3.46,59691,FS-9234
T-0012,2026-03-28,17.2,4.32,72571,FS-3657
T-0003,2026-03-17,74.1,3.76,206643,FS-4297
T-0025,2026-04-02,42.6,3.35,290544,FS-7805
T-0037,2026-03-18,48.2,4.78,131432,FS-4733
T-0049,2026-03-26,34.9,4.13,241570,FS-7563
T-0030,2026-03-26,75.4,3.76,51092,FS-3520
T-0016,2026-03-23,58.6,3.34,234948,FS-3520
T-0020,2026-03-16,18.4,3.46,171758,FS-8969
T-0033,2026-03-23,58.8,4.51,68242,FS-9062
T-0019,2026-03-21,68.0,4.0,295317,FS-5314
T-0019,2026-03-31,20.5,4.18,168108,FS-1683
T-0027,2026-03-28,40.8,4.2,163170,FS-9457
T-0008,2026-04-04,69.1,3.52,55620,FS-4724
T-0016,2026-03-20,43.8,4.5,176083,FS-1175
T-0006,2026-04-03,72.2,4.22,100227,FS-7805
T-0005,2026-03-24,24.1,4.56,228463,FS-8850
T-0038,2026-04-03,26.4,3.86,53756,FS-4733
T-0006,2026-03-29,20.7,4.01,182587,FS-6017
T-0039,2026-03-27,50.6,3.68,181043,FS-8571
T-0019,2026-03-26,56.5,3.77,142605,FS-1849
T-0037,2026-04-03,59.9,3.53,130666,FS-3845
T-0035,2026-03-29,30.6,3.72,206817,FS-3657
T-0029,2026-03-15,22.5,3.34,249746,FS-2239
T-0018,2026-03-15,11.2,3.84,167474,FS-5203
T-0049,2026-03-29,14.3,3.47,94574,FS-9754
T-0007,2026-03-30,70.0,4.09,274753,FS-6465
T-0029,2026-03-20,70.0,3.22,254026,FS-8797
T-0003,2026-03-25,16.3,4.8,63505,FS-7196
T-0029,2026-03-22,41.0,3.47,193531,FS-7027
T-0017,2026-03-17,17.4,4.51,69944,FS-8844
T-0034,2026-03-22,15.7,3.52,216997,FS-1029
T-0040,2026-04-04,59.9,4.15,58675,FS-7441
T-0027,2026-04-03,63.6,3.75,34004,FS-9134
T-0040,2026-03-19,15.1,3.79,173698,FS-3845
T-0010,2026-03-16,51.3,4.47,220455,FS-2239
T-0049,2026-03-18,56.2,3.46,118157,FS-5277
T-0045,2026-04-05,21.6,4.61,251794,FS-2033
T-0043,2026-03-30,15.7,3.4,84567,FS-8170
T-0014,2026-03-18,78.2,3.56,198560,FS-2239
T-0045,2026-03-22,48.8,4.17,250075,FS-8969
T-0041,2026-04-04,23.8,4.72,207301,FS-4427
T-0028,2026-03-24,33.2,4.36,257135,FS-2989
T-0004,2026-03-26,58.4,4.27,187172,FS-3113
T-0004,2026-03-24,15.5,4.26,204891,FS-8158
T-0001,2026-03-27,70.5,3.95,115227,FS-8158
T-0008,2026-03-22,54.8,4.43,139495,FS-7225
T-0019,2026-04-04,14.3,4.79,205830,FS-7692
T-0040,2026-03-15,42.4,4.57,67101,FS-5415
T-0014,2026-03-18,52.9,3.6,98075,FS-3231
T-0007,2026-03-29,32.1,4.71,290291,FS-7692
T-0034,2026-03-21,50.3,4.08,97494,FS-9337
T-0023,2026-03-31,39.8,3.71,271796,FS-2939
T-0029,2026-03-28,58.2,3.93,32361,FS-1029
T-0018,2026-03-29,30.4,3.11,22505,FS-8397
T-0050,2026-03-24,26.2,3.79,174594,FS-5608
T-0036,2026-03-22,67.5,4.5,156142,FS-1303
T-0018,2026-03-25,29.6,4.06,144193,FS-2503
T-0020,2026-03-22,77.3,3.49,124746,FS-1307
T-0004,2026-03-20,47.7,4.75,97253,FS-8797
T-0021,2026-04-04,14.8,3.22,134061,FS-8550
T-0030,2026-03-27,38.1,4.31,58288,FS-9175
T-0045,2026-03-21,10.5,4.15,258863,FS-5415
T-0035,2026-03-25,40.0,3.57,189811,FS-3380
T-0005,2026-03-15,22.8,3.73,263953,FS-9361
T-0014,2026-03-31,13.0,3.88,28517,FS-8397
T-0011,2026-03-22,39.3,4.66,185395,FS-4643
T-0002,2026-03-21,73.1,4.55,46235,FS-9234
T-0022,2026-04-04,11.2,4.1,221368,FS-7047
T-0041,2026-03-19,76.2,3.88,128870,FS-4427
T-0013,2026-03-15,70.4,4.06,128183,FS-1330
T-0029,2026-04-01,34.8,4.02,199319,FS-3380
T-0004,2026-03-17,62.5,3.35,67040,FS-7692
T-0009,2026-03-19,56.8,3.72,214814,FS-7636
T-0024,2026-03-30,21.7,4.67,217972,FS-9134
T-0032,2026-03-22,50.3,3.63,180096,FS-9175
T-0029,2026-03-18,54.3,3.98,36490,FS-5415
T-0013,2026-03-16,53.6,4.19,186016,FS-2845
T-0045,2026-03-19,15.3,3.81,119468,FS-9088
T-0033,2026-03-20,42.6,4.37,151428,FS-3174
T-0007,2026-04-03,50.2,4.49,275033,FS-1330
T-0019,2026-03-29,38.0,4.4,87667,FS-8850
T-0012,2026-03-25,50.6,4.76,33379,FS-8158
T-0021,2026-03-25,57.6,3.5,49940,FS-9134
T-0005,2026-03-24,14.8,4.15,158536,FS-1764
T-0022,2026-03-28,17.5,4.08,269813,FS-4733
T-0001,2026-03-22,68.4,3.46,32619,FS-5314
T-0037,2026-03-26,42.8,4.55,256161,FS-4724
T-0047,2026-03-29,50.2,3.84,221530,FS-3520
T-0042,2026-03-24,54.7,4.28,218734,FS-9175
T-0039,2026-03-17,26.9,3.96,27020,FS-1849
T-0034,2026-03-27,13.5,4.67,23582,FS-2939
T-0030,2026-04-03,77.6,4.71,52975,FS-4427
T-0030,2026-03-23,50.5,3.75,241492,FS-7563
T-0035,2026-03-25,15.4,4.75,134074,FS-4427
T-0038,2026-03-15,43.6,4.82,83874,FS-7196
T-0035,2026-04-03,43.7,3.19,199168,FS-8571
T-0024,2026-03-27,75.7,4.13,80299,FS-7225
T-0047,2026-03-23,60.6,4.49,179431,FS-5314
T-0012,2026-04-01,63.9,3.13,277948,FS-7563
T-0013,2026-04-04,28.5,4.8,87394,FS-8571
T-0020,2026-03-22,71.9,4.33,183859,FS-8571
T-0041,2026-03-23,25.0,4.34,63061,FS-6535
T-0020,2026-03-28,21.0,4.29,258807,FS-2239
T-0037,2026-04-01,58.3,3.83,35294,FS-4724
T-0016,2026-03-23,62.9,3.99,17194,FS-8158
T-0031,2026-03-15,26.8,3.26,127094,FS-1240
T-0037,2026-03-27,39.1,4.0,268332,FS-3014
T-0034,2026-04-03,26.3,3.64,25463,FS-8797
T-0006,2026-04-03,19.1,3.68,102059,FS-8571
T-0013,2026-03-21,46.0,3.82,231606,FS-1394
T-0015,2026-03-16,43.8,4.59,200443,FS-7500
T-0021,2026-04-03,30.3,3.64,93653,FS-8170
T-0004,2026-03-31,36.0,3.44,72811,FS-6482
T-0029,2026-04-04,33.3,4.15,189433,FS-4427
T-0048,2026-04-02,27.2,3.26,40586,FS-5195
T-0008,2026-04-01,56.5,3.73,114761,FS-6482
T-0049,2026-04-03,31.4,4.75,75724,FS-1946
T-0011,2026-03-18,57.1,3.14,199282,FS-2845
T-0007,2026-04-03,54.5,3.15,122852,FS-7018
T-0018,2026-03-19,39.0,4.0,100460,FS-5608
T-0024,2026-04-01,41.9,3.79,92492,FS-7027
T-0015,2026-03-31,48.9,3.19,78149,FS-1303
T-0018,2026-03-15,42.1,4.52,151320,FS-1029
T-0040,2026-03-18,51.2,3.14,230115,FS-3195
T-0042,2026-03-24,57.7,3.62,169429,FS-1672
T-0027,2026-03-22,43.6,4.56,97071,FS-8844
T-0017,2026-03-25,48.7,4.48,48089,FS-1029
T-0022,2026-03-26,53.0,4.31,84809,FS-2845
T-0018,2026-04-02,77.2,4.8,33685,FS-7707
T-0005,2026-03-25,46.0,3.48,235054,FS-6465
T-0048,2026-03-31,11.3,4.52,255025,FS-7027
T-0025,2026-04-03,55.2,4.59,48970,FS-8158
T-0010,2026-03-19,77.0,3.7,112237,FS-2033
T-0020,2026-03-20,48.8,3.62,256492,FS-1330
T-0021,2026-04-01,50.1,4.49,262965,FS-2359
T-0046,2026-03-25,50.1,4.34,15864,FS-1303
T-0040,2026-03-20,63.5,3.72,189601,FS-4427
T-0003,2026-03-15,63.9,3.56,25339,FS-9385
T-0026,2026-03-29,51.4,3.46,21701,FS-5648
T-0048,2026-03-30,55.3,3.51,215060,FS-1849
T-0011,2026-03-19,55.0,3.14,237749,FS-1764
T-0038,2026-03-19,37.7,3.74,241087,FS-6318
T-0012,2026-03-29,40.6,3.77,275353,FS-1764
T-0031,2026-03-19,44.8,4.33,106870,FS-1672
T-0033,2026-03-22,12.3,3.58,227870,FS-5602
T-0040,2026-03-18,56.4,3.67,145683,FS-4857
T-0035,2026-03-20,35.7,3.96,69824,FS-9175
T-0049,2026-03-27,69.4,4.83,169774,FS-7563
T-0038,2026-03-19,64.7,4.75,284412,FS-4724
T-0036,2026-04-02,24.2,4.33,254002,FS-1240
T-0042,2026-03-22,58.1,4.19,48754,FS-2359
T-0040,2026-04-03,71.4,3.95,68113,FS-1394
T-0046,2026-03-18,18.7,3.24,78479,FS-3014
T-0015,2026-03-17,12.0,4.78,83021,FS-3195
T-0028,2026-03-16,70.9,4.24,233778,FS-3016
T-0035,2026-04-04,11.6,4.36,260738,FS-2841
T-0025,2026-03-19,79.7,4.54,66454,FS-3845
T-0007,2026-03-19,44.4,3.91,216102,FS-6465
T-0021,2026-03-30,42.5,4.24,255764,FS-8969
T-0013,2026-03-30,61.8,3.93,226899,FS-4427
T-0008,2026-03-19,60.9,4.4,140718,FS-7563
T-0031,2026-04-03,20.2,4.37,31773,FS-3520
T-0046,2026-03-19,50.8,3.38,219040,FS-4427
T-0020,2026-03-27,37.7,4.8,173625,FS-8850
T-0001,2026-03-23,46.6,3.91,113431,FS-8844
T-0021,2026-03-17,38.7,3.95,191150,FS-7441
T-0028,2026-03-25,45.0,3.96,138825,FS-6370
T-0046,2026-03-28,67.4,4.08,170960,FS-8797
T-0046,2026-03-15,73.0,4.6,43199,FS-6535
T-0042,2026-04-02,27.4,3.89,203530,FS-1175
T-0005,2026-03-16,46.0,4.51,227227,FS-3014
T-0024,2026-03-29,66.1,4.29,258332,FS-5415
T-0041,2026-03-28,58.9,4.52,200112,FS-3113
T-0012,2026-03-21,43.6,4.21,117415,FS-3443
T-0002,2026-03-19,63.4,3.22,213624,FS-4857
T-0001,2026-03-30,43.2,4.35,45753,FS-6546
T-0049,2026-03-24,69.8,4.77,75712,FS-5203
T-0021,2026-03-24,62.0,3.61,46241,FS-5602
T-0027,2026-03-23,16.8,4.26,241859,FS-6383
T-0039,2026-03-22,52.3,3.99,280122,FS-2503
T-0026,2026-04-02,21.4,4.61,277576,FS-1849
T-0040,2026-03-30,78.1,3.65,42282,FS-4857
T-0031,2026-03-24,43.3,4.05,102717,FS-1240
T-0021,2026-04-04,18.2,3.81,108904,FS-6370
T-0046,2026-03-23,18.1,3.66,234773,FS-9361
T-0017,2026-03-23,55.8,4.01,56313,FS-5608
T-0018,2026-03-28,32.6,3.61,188943,FS-7196
T-0015,2026-03-29,35.6,3.84,242935,FS-9019
T-0047,2026-04-01,27.6,3.15,183958,FS-1764
T-0029,2026-04-01,35.7,4.62,54486,FS-3813
T-0045,2026-03-16,78.8,3.45,246997,FS-6535
T-0011,2026-03-27,42.5,3.88,163928,FS-7018
T-0016,2026-03-17,65.6,3.15,130115,FS-8170
T-0012,2026-03-29,66.0,3.19,162830,FS-3195
T-0044,2026-04-02,15.2,4.06,154466,FS-2939
T-0008,2026-03-19,21.6,3.32,218259,FS-9670
T-0015,2026-04-01,77.7,3.98,114564,FS-4724
T-0040,2026-04-02,49.0,3.63,203498,FS-8550
T-0002,2026-03-17,16.2,3.6,195775,FS-1849
T-0026,2026-03-31,71.6,4.36,21633,FS-9088
T-0017,2026-03-28,21.8,3.16,105363,FS-3443
T-0027,2026-04-04,43.9,3.72,60955,FS-2841
T-0015,2026-03-22,61.3,3.35,122764,FS-6370
T-0001,2026-03-15,29.3,4.56,296440,FS-2359
T-0028,2026-04-02,32.1,4.52,178746,FS-6383
T-0029,2026-03-31,43.2,4.7,106509,FS-8571
T-0044,2026-03-18,40.5,4.4,146937,FS-8571
T-0027,2026-03-21,21.5,3.6,156302,FS-6465
T-0004,2026-03-27,51.6,3.73,64596,FS-1307
T-0003,2026-04-05,52.4,4.84,293218,FS-8550
T-0019,2026-04-02,74.2,4.11,230037,FS-5613
T-0033,2026-03-25,76.9,3.17,88750,FS-6370
T-0030,2026-04-03,21.9,4.37,20535,FS-6318
T-0008,2026-03-24,79.3,3.87,201157,FS-8850
T-0030,2026-03-24,41.0,3.34,108833,FS-5415
T-0006,2026-03-21,21.0,3.61,36902,FS-1582
T-0003,2026-03-18,16.9,3.8,225171,FS-4139
T-0036,2026-03-20,30.8,3.74,252138,FS-8550
T-0025,2026-03-23,39.3,4.61,272335,FS-5195
T-0013,2026-03-26,20.6,3.82,224659,FS-8844
T-0005,2026-03-20,16.2,4.03,153472,FS-1342
T-0044,2026-03-21,65.4,4.04,71622,FS-2841
T-0001,2026-03-22,59.2,3.47,226574,FS-4733
T-0043,2026-03-27,56.1,3.47,92165,FS-1683
T-0045,2026-03-25,73.4,3.61,57363,FS-7047
T-0010,2026-04-01,22.6,3.37,74727,FS-1394
T-0048,2026-04-02,55.1,4.72,111696,FS-6482
T-0035,2026-03-23,71.6,4.34,262182,FS-7805
T-0029,2026-03-30,65.2,4.52,295897,FS-2845
T-0017,2026-04-02,31.1,3.19,139696,FS-4139
T-0005,2026-03-31,63.3,4.67,233917,FS-3443
T-0020,2026-03-18,34.3,4.71,246026,FS-5203
T-0026,2026-03-29,42.6,3.58,275429,FS-9134
T-0026,2026-03-19,14.4,3.51,217738,FS-9134
T-0025,2026-03-18,48.7,3.96,138230,FS-1330
T-0007,2026-03-22,59.4,3.78,207655,FS-1394
T-0009,2026-03-30,77.5,3.32,252950,FS-8158
T-0011,2026-03-20,52.3,3.95,73412,FS-3113
T-0045,2026-03-19,52.9,4.14,211729,FS-9019
T-0039,2026-03-18,26.6,3.14,148962,FS-6535
T-0046,2026-03-16,60.6,4.5,108839,FS-1307
T-0042,2026-03-23,43.1,3.88,262847,FS-8969
T-0006,2026-04-01,38.1,3.64,277847,FS-6482
T-0035,2026-03-27,69.4,3.58,122380,FS-7018
T-0001,2026-03-28,42.9,4.7,51194,FS-7707
T-0008,2026-03-15,22.2,3.94,276931,FS-7196
T-0001,2026-03-21,60.9,3.16,146747,FS-2989
T-0030,2026-03-21,76.8,4.38,172376,FS-7636
T-0001,2026-04-03,24.5,3.63,165410,FS-5648
T-0021,2026-03-18,22.0,4.04,143377,FS-8170
T-0038,2026-04-05,48.9,4.27,242884,FS-1342
T-0025,2026-04-02,33.0,3.94,161151,FS-1394
T-0024,2026-03-15,24.0,4.64,277526,FS-6370
T-0030,2026-03-17,59.8,4.06,88284,FS-7225
T-0039,2026-03-18,23.2,3.26,186056,FS-1394
T-0020,2026-03-26,70.5,4.55,112433,FS-9062
T-0025,2026-03-23,56.7,4.1,77304,FS-7500
T-0011,2026-03-27,67.3,3.69,247285,FS-6181
T-0033,2026-03-17,41.6,4.07,170919,FS-3520
T-0024,2026-03-23,64.7,4.14,141559,FS-1303
T-0035,2026-03-27,26.2,3.93,90829,FS-4139
T-0018,2026-03-29,17.1,3.51,15634,FS-9457
T-0036,2026-03-18,26.3,4.69,217833,FS-6017
T-0006,2026-03-30,68.1,4.01,134496,FS-6535
T-0021,2026-03-31,10.1,4.53,244054,FS-1946
T-0031,2026-04-01,62.7,4.68,133172,FS-5613
T-0014,2026-04-02,67.5,3.54,221350,FS-5203
T-0023,2026-03-26,44.0,3.72,155902,FS-7018
T-0029,2026-03-15,73.8,3.46,234838,FS-1892
T-0046,2026-04-01,22.7,3.65,46923,FS-3016
T-0019,2026-04-05,24.4,3.76,237367,FS-9062
T-0041,2026-04-03,53.4,4.33,66246,FS-3014
T-0007,2026-04-02,76.5,4.39,51321,FS-5415
T-0009,2026-03-16,71.4,4.04,67274,FS-8550
T-0026,2026-04-05,73.7,3.56,229453,FS-7018
T-0023,2026-03-18,15.8,3.81,125815,FS-4139
T-0029,2026-03-31,65.9,3.83,20363,FS-9234
T-0014,2026-03-17,74.4,4.27,137912,FS-5602
T-0031,2026-04-04,17.6,3.87,89276,FS-9361
T-0033,2026-03-30,33.6,3.29,61159,FS-4724
T-0016,2026-03-30,73.9,3.99,294070,FS-5602
T-0043,2026-04-05,10.3,4.52,127512,FS-9361
T-0039,2026-03-18,38.0,3.76,276060,FS-1683
T-0024,2026-03-15,68.7,4.51,135586,FS-9385
T-0031,2026-03-22,47.2,4.55,92705,FS-8969
T-0044,2026-03-31,66.7,4.52,260691,FS-1946
T-0010,2026-03-24,26.5,3.96,235434,FS-8550
T-0019,2026-04-03,30.3,4.11,155932,FS-1394
T-0002,2026-03-23,34.5,4.26,261686,FS-5314
T-0021,2026-03-31,10.8,3.41,158308,FS-6318
T-0046,2026-03-15,67.8,4.71,48878,FS-3657
T-0015,2026-03-28,57.5,4.75,228229,FS-1394
T-0016,2026-03-18,39.6,4.54,242232,FS-3231
T-0020,2026-03-31,24.1,3.81,118752,FS-8550
T-0045,2026-03-20,62.8,4.62,126716,FS-9019
T-0005,2026-03-31,57.0,3.89,298432,FS-9385
T-0036,2026-04-02,72.1,4.66,280827,FS-9234
T-0017,2026-03-27,64.5,4.63,89632,FS-5613
T-0021,2026-03-26,37.1,3.43,113043,FS-9134
T-0033,2026-03-22,51.4,4.1,189333,FS-8571
T-0031,2026-03-19,42.5,3.98,62996,FS-9337
T-0007,2026-04-05,75.4,4.39,174029,FS-7692
T-0015,2026-03-28,22.1,4.5,284360,FS-9062
T-0022,2026-03-31,22.0,4.15,85108,FS-4297
T-0006,2026-03-18,16.2,4.6,46030,FS-1672
T-0025,2026-03-20,41.5,3.5,60116,FS-9234
T-0023,2026-04-03,21.3,4.51,104227,FS-1764
T-0006,2026-04-05,60.8,4.06,220485,FS-5613
T-0010,2026-03-19,19.7,4.75,48790,FS-3016
T-0022,2026-03-21,28.4,4.81,274563,FS-9519
T-0022,2026-04-05,67.3,4.53,138861,FS-2939
T-0016,2026-03-17,25.6,3.41,221246,FS-5203
T-0001,2026-03-28,64.8,3.12,108064,FS-7805
T-0039,2026-03-26,71.5,3.85,210776,FS-4733
T-0044,2026-03-16,32.6,4.07,50788,FS-9754
T-0037,2026-03-23,35.7,3.32,189971,FS-9019
T-0050,2026-03-31,15.0,4.82,35056,FS-7692
T-0035,2026-03-20,72.5,4.67,270373,FS-5602
T-0039,2026-03-16,69.5,4.61,245635,FS-1672
T-0011,2026-03-15,34.5,4.69,271402,FS-9134
T-0024,2026-03-26,30.4,3.56,46261,FS-7692
T-0005,2026-03-19,62.5,4.01,241104,FS-9457
T-0049,2026-04-03,68.0,4.04,188764,FS-4733
T-0002,2026-03-15,57.3,4.81,287890,FS-8850
T-0004,2026-04-02,30.8,3.21,200505,FS-3443
T-0026,2026-03-22,21.1,4.47,90218,FS-9754
T-0009,2026-03-18,57.3,4.33,149476,FS-1303
T-0031,2026-04-04,72.1,4.21,289933,FS-8844
T-0032,2026-04-01,64.2,4.77,135417,FS-9337
T-0034,2026-03-21,31.1,4.37,40761,FS-1683
T-0016,2026-03-22,35.4,4.84,202932,FS-1330
T-0020,2026-03-22,18.8,3.74,99280,FS-7692
T-0007,2026-03-18,13.2,4.39,197198,FS-1394
T-0029,2026-03-25,59.1,4.01,142624,FS-1764
T-0037,2026-03-17,73.8,4.65,274621,FS-4724
T-0004,2026-03-19,22.6,4.83,184163,FS-7500
T-0016,2026-03-31,15.8,4.25,270565,FS-6017
T-0020,2026-03-21,72.0,3.54,155286,FS-3195
T-0038,2026-03-28,77.1,4.68,288506,FS-6318
T-0006,2026-03-16,39.5,3.95,280834,FS-6465
T-0013,2026-03-15,19.6,3.38,241972,FS-5415
T-0019,2026-03-25,24.8,4.69,284687,FS-1764
T-0019,2026-03-31,65.5,3.46,274588,FS-5613
T-0019,2026-04-05,79.5,3.46,290307,FS-3845
T-0050,2026-04-05,33.8,3.89,59313,FS-9519
T-0045,2026-04-01,35.6,3.95,54122,FS-7707
T-0045,2026-04-01,63.3,4.62,167939,FS-7018
T-0015,2026-03-25,10.5,3.45,99301,FS-9134
T-0010,2026-03-26,57.7,3.54,111824,FS-8397
T-0026,2026-04-05,18.0,4.68,239326,FS-4427
T-0015,2026-03-16,47.4,4.8,218386,FS-6370
T-0014,2026-03-24,57.3,4.57,283197,FS-7707
T-0015,2026-04-04,69.7,3.37,203609,FS-6546
T-0047,2026-04-02,11.7,4.8,144290,FS-9385
T-0034,2026-04-02,18.6,4.46,181195,FS-4427
T-0041,2026-03-21,16.6,3.86,247983,FS-1764
T-0025,2026-03-29,32.1,4.75,258590,FS-3174
T-0009,2026-03-18,74.0,4.31,233600,FS-9175
T-0024,2026-03-22,28.6,4.69,91647,FS-3195
T-0016,2026-03-22,26.4,3.24,168118,FS-5314
T-0043,2026-03-16,37.3,3.51,98521,FS-9670
T-0037,2026-04-04,48.9,4.71,102739,FS-3443
T-0037,2026-03-17,54.4,3.97,38348,FS-6370
T-0047,2026-03-23,16.9,3.78,115922,FS-1764
T-0027,2026-04-03,43.4,4.15,130386,FS-9519
T-0045,2026-03-25,14.3,4.33,242599,FS-5602
T-0027,2026-03-15,76.7,3.31,238451,FS-4857
T-0032,2026-03-22,14.4,4.65,266082,FS-6546
T-0038,2026-03-21,29.0,3.58,146486,FS-3016
T-0003,2026-03-26,36.7,3.18,134408,FS-1029
T-0013,2026-03-17,71.8,3.31,258255,FS-1683
T-0009,2026-03-24,45.5,3.28,296114,FS-2239
T-0042,2026-04-02,71.0,3.45,171704,FS-5203
T-0047,2026-03-18,52.1,3.77,281561,FS-8969
T-0034,2026-03-31,54.8,3.19,266535,FS-1394
T-0043,2026-04-01,35.3,3.16,39916,FS-7027
T-0026,2026-03-16,60.4,3.61,90038,FS-1303
T-0048,2026-03-17,77.1,3.64,199564,FS-2845
T-0017,2026-03-21,41.5,3.33,170628,FS-9457
T-0011,2026-03-16,66.1,3.85,31874,FS-1342
T-0045,2026-03-23,19.2,3.83,215446,FS-5203
T-0045,2026-04-01,65.7,3.86,134316,FS-6181
T-0028,2026-03-17,51.3,4.51,31487,FS-9234
T-0011,2026-03-17,55.6,3.92,42775,FS-9385
T-0039,2026-03-16,32.1,4.08,138566,FS-3231
T-0011,2026-03-28,52.3,4.55,214225,FS-1394
T-0036,2026-04-03,39.6,3.16,94240,FS-1330
T-0002,2026-03-18,74.4,4.61,134910,FS-4297
T-0014,2026-03-28,34.0,3.68,196049,FS-6318
T-0014,2026-04-05,28.1,3.68,286419,FS-3014
T-0038,2026-03-15,70.3,4.03,68516,FS-1672
T-0040,2026-04-04,68.0,3.39,91944,FS-7196
T-0005,2026-03-24,66.7,3.47,66456,FS-5415
T-0016,2026-04-03,58.0,3.53,143273,FS-1683
T-0044,2026-03-31,78.4,4.47,30511,FS-4297
T-0033,2026-03-29,71.7,3.12,207240,FS-9519
T-0046,2026-04-02,47.4,4.07,124786,FS-9419
T-0045,2026-03-31,39.4,3.43,104942,FS-8844
T-0022,2026-03-19,76.8,3.59,96798,FS-1394
T-0025,2026-03-31,34.4,4.8,164144,FS-8550
T-0040,2026-03-19,25.2,4.31,131911,FS-7225
T-0029,2026-04-01,11.6,3.27,108268,FS-7500
T-0029,2026-03-17,49.8,3.32,86317,FS-5648
T-0033,2026-04-03,67.2,4.02,90605,FS-9062
T-0001,2026-03-31,48.1,4.47,103641,FS-9134
T-0022,2026-03-16,72.4,4.27,209890,FS-7441
