truck_id,week,total_miles,total_hours,avg_speed_mph,idle_hours,fuel_gallons
T-0034,2026-W17,2739.6,36.1,75.9,12.8,564.1
T-0037,2026-W17,3463.5,28.5,121.5,10.0,458.1
T-0015,2026-W17,1384.6,23.6,58.7,10.1,243.8
T-0009,2026-W17,658.6,41.8,15.8,10.3,438.3
T-0012,2026-W17,1598.8,31.5,50.8,13.2,290.6
T-0034,2026-W17,2943.5,53.2,55.3,8.5,183.4
T-0031,2026-W17,1819.3,47.0,38.7,14.3,501.9
T-0034,2026-W17,1159.4,67.1,17.3,10.7,173.7
T-0003,2026-W17,1710.3,49.8,34.3,5.2,124.3
T-0017,2026-W17,1651.6,68.5,24.1,14.8,87.8
T-0041,2026-W17,886.9,69.4,12.8,3.8,302.6
T-0030,2026-W17,1262.1,45.9,27.5,9.0,138.3
T-0004,2026-W17,1331.4,38.6,34.5,1.6,170.4
T-0016,2026-W17,3303.3,55.4,59.6,3.0,289.9
T-0045,2026-W17,793.2,63.3,12.5,0.8,510.5
T-0050,2026-W17,1129.1,62.6,18.0,12.7,229.9
T-0003,2026-W17,1958.7,58.8,33.3,7.4,318.6
T-0029,2026-W17,2898.8,59.7,48.6,5.5,401.1
T-0042,2026-W17,3262.3,21.1,154.6,11.3,383.2
T-0025,2026-W17,641.8,23.2,27.7,6.8,186.6
T-0004,2026-W17,1227.5,63.2,19.4,13.0,237.5
T-0033,2026-W17,2615.7,28.3,92.4,7.4,551.8
T-0011,2026-W17,742.1,42.4,17.5,9.9,195.1
T-0047,2026-W17,2668.6,64.2,41.6,13.1,73.6
T-0050,2026-W17,1971.6,58.6,33.6,4.1,374.3
T-0038,2026-W17,3155.2,58.1,54.3,10.5,160.1
T-0014,2026-W17,1373.9,62.0,22.2,12.7,216.1
T-0050,2026-W17,1240.3,58.1,21.3,2.6,290.2
T-0025,2026-W17,1030.8,49.9,20.7,9.2,370.7
T-0017,2026-W17,455.8,69.7,6.5,6.9,466.9
T-0035,2026-W17,934.5,57.8,16.2,3.6,345.4
T-0049,2026-W17,680.2,42.9,15.9,10.9,506.3
T-0025,2026-W17,3138.7,28.1,111.7,12.5,409.8
T-0044,2026-W17,2794.4,54.6,51.2,4.4,50.7
T-0017,2026-W17,3470.1,46.7,74.3,5.5,291.2
T-0008,2026-W17,1181.7,61.0,19.4,4.6,196.5
T-0007,2026-W17,2992.5,49.7,60.2,14.8,539.6
T-0033,2026-W17,3424.6,31.1,110.1,8.9,594.6
T-0026,2026-W17,382.9,39.1,9.8,11.3,177.4
T-0009,2026-W17,3446.0,68.2,50.5,3.0,572.4
T-0003,2026-W17,2058.7,64.5,31.9,6.0,542.3
T-0038,2026-W17,3235.8,46.8,69.1,3.5,277.2
T-0030,2026-W17,3401.3,42.6,79.8,13.4,510.2
T-0022,2026-W17,3210.5,62.4,51.5,14.1,145.9
T-0033,2026-W17,2961.9,45.8,64.7,9.7,367.4
T-0006,2026-W17,2068.4,51.0,40.6,1.4,254.3
T-0036,2026-W17,2367.0,52.5,45.1,7.6,173.9
T-0011,2026-W17,3360.3,27.0,124.5,8.1,562.9
T-0043,2026-W17,1280.6,44.3,28.9,3.2,303.5
T-0049,2026-W17,865.0,41.9,20.6,3.6,142.8
T-0022,2026-W17,2259.6,68.4,33.0,8.0,313.5
T-0037,2026-W17,1188.2,69.7,17.0,10.9,397.6
T-0048,2026-W17,2253.4,45.2,49.9,7.1,498.5
T-0015,2026-W17,606.5,55.6,10.9,4.1,363.4
T-0021,2026-W17,1804.5,59.5,30.3,11.4,376.4
T-0040,2026-W17,2614.3,36.5,71.6,3.4,385.3
T-0013,2026-W17,840.5,22.5,37.4,9.5,387.5
T-0016,2026-W17,1929.4,39.1,49.3,7.4,223.1
T-0032,2026-W17,3375.7,29.6,114.0,6.6,584.2
T-0040,2026-W17,977.0,41.6,23.5,12.5,59.8
T-0043,2026-W17,2997.8,58.4,51.3,12.2,246.8
T-0024,2026-W17,3360.3,29.7,113.1,14.7,131.0
T-0011,2026-W17,839.9,69.4,12.1,7.0,407.7
T-0039,2026-W17,2581.2,36.8,70.1,9.7,446.9
T-0008,2026-W17,449.9,57.0,7.9,13.3,363.1
T-0024,2026-W17,3224.3,67.0,48.1,0.7,378.4
T-0001,2026-W17,788.4,62.9,12.5,3.0,56.5
T-0030,2026-W17,1541.2,49.0,31.5,5.5,171.2
T-0003,2026-W17,473.1,55.0,8.6,10.8,456.4
T-0036,2026-W17,2862.2,27.2,105.2,0.7,551.2
T-0032,2026-W17,1359.9,44.8,30.4,12.6,452.4
T-0023,2026-W17,3484.5,33.8,103.1,14.8,550.8
T-0036,2026-W17,1642.3,67.0,24.5,9.3,460.5
T-0021,2026-W17,2517.1,24.9,101.1,1.5,572.3
T-0033,2026-W17,2364.9,63.6,37.2,8.5,92.7
T-0026,2026-W17,411.8,64.6,6.4,9.2,90.3
T-0035,2026-W17,1686.1,20.9,80.7,12.8,509.7
T-0048,2026-W17,2836.0,64.3,44.1,1.3,374.3
T-0045,2026-W17,2532.6,48.7,52.0,5.7,77.5
T-0042,2026-W17,2604.9,37.9,68.7,14.4,187.8
T-0035,2026-W17,548.9,21.3,25.8,2.6,530.6
T-0006,2026-W17,3490.3,67.3,51.9,4.3,266.5
T-0035,2026-W17,505.4,43.7,11.6,3.0,160.9
T-0001,2026-W17,2944.1,46.5,63.3,10.7,536.1
T-0031,2026-W17,3397.5,29.3,116.0,1.3,581.2
T-0002,2026-W17,2223.0,56.1,39.6,6.3,396.8
T-0024,2026-W17,2533.5,21.4,118.4,7.7,274.4
T-0023,2026-W17,2026.5,39.7,51.0,10.0,188.9
T-0011,2026-W17,1259.1,31.6,39.8,11.5,163.4
T-0023,2026-W17,3099.8,52.6,58.9,4.0,585.3
T-0024,2026-W17,2524.6,41.8,60.4,2.8,521.9
T-0007,2026-W17,1392.7,33.1,42.1,8.3,273.6
T-0002,2026-W17,294.2,53.9,5.5,10.1,219.9
T-0025,2026-W17,1784.6,65.8,27.1,11.6,110.6
T-0027,2026-W17,2995.9,41.0,73.1,10.7,498.0
T-0003,2026-W17,1862.8,66.0,28.2,11.5,522.7
T-0041,2026-W17,751.9,31.5,23.9,9.8,278.0
T-0041,2026-W17,3388.7,54.6,62.1,14.0,129.6
T-0021,2026-W17,2168.8,58.8,36.9,10.6,392.1
T-0028,2026-W17,3477.4,33.1,105.1,8.7,359.0
T-0010,2026-W17,2220.7,69.2,32.1,9.0,508.1
T-0032,2026-W17,718.2,39.6,18.1,14.6,102.2
T-0021,2026-W17,1399.4,67.2,20.8,5.6,328.4
T-0021,2026-W17,3035.6,69.8,43.5,2.8,159.6
T-0025,2026-W17,1861.3,43.2,43.1,10.4,448.6
T-0014,2026-W17,2913.5,42.9,67.9,11.6,479.4
T-0006,2026-W17,3029.6,66.9,45.3,5.2,371.7
T-0011,2026-W17,2848.2,45.7,62.3,3.6,110.8
T-0013,2026-W17,1619.5,29.8,54.3,11.0,188.9
T-0016,2026-W17,2199.0,44.5,49.4,2.3,513.6
T-0019,2026-W17,212.3,25.1,8.5,4.8,236.6
T-0032,2026-W17,2299.0,59.4,38.7,10.9,524.4
T-0013,2026-W17,952.7,41.5,23.0,6.9,70.4
T-0045,2026-W17,2504.1,40.0,62.6,6.0,574.1
T-0026,2026-W17,2967.3,23.2,127.9,13.9,415.2
T-0048,2026-W17,918.9,53.2,17.3,6.0,197.8
T-0008,2026-W17,2791.9,43.9,63.6,6.7,445.6
T-0018,2026-W17,865.2,34.7,24.9,9.7,568.0
T-0010,2026-W17,231.4,28.4,8.1,14.7,494.5
T-0017,2026-W17,975.9,21.7,45.0,0.9,371.4
T-0037,2026-W17,1661.7,27.8,59.8,2.4,206.7
T-0026,2026-W17,1385.3,54.5,25.4,0.6,373.0
T-0026,2026-W17,3209.0,29.1,110.3,14.3,228.6
